question_id,question,evidence,difficulty,generation_time_formatted,generation_time_seconds
581,ใครคือบรรณาธิการของโพสต์ชื่อว่า 'Open Source Tools สำหรับการแสดงข้อมูลหลายมิติ','เครื่องมือโอเพ่นซอร์สสำหรับการแสดงข้อมูลหลายมิติ' เป็นชื่อของโพสต์ บรรณาธิการหมายถึง DisplayName;,moderate,10.31 วินาที,10.313239812850952
582,แสดงรายการชื่อของโพสต์ที่แก้ไขโดย Vebjorn Ljosa,"""Vebjorn Ljosa"" เป็นชื่อ DisplayName; การแก้ไขครั้งล่าสุดหมายถึง LastEditorUserID",simple,13.04 วินาที,13.037923097610474
583,คะแนนรวมของโพสต์ที่แก้ไขโดย Yevgeny คืออะไรและรวม URL เว็บไซต์ของผู้ใช้,"""Yevgeny"" เป็นชื่อ DisplayName; แก้ไขหมายถึง LastEditorUserID",simple,14.22 วินาที,14.221682071685791
584,เขียนความคิดเห็นทั้งหมดที่เหลือโดยผู้ใช้ที่แก้ไขโพสต์ชื่อ 'ทำไมสี่เหลี่ยมจัตุรัสความแตกต่างแทนที่จะใช้ค่าสัมบูรณ์ในส่วนเบี่ยงเบนมาตรฐาน?',"""ทำไมต้องแยกความแตกต่างแทนที่จะใช้ค่าสัมบูรณ์ในส่วนเบี่ยงเบนมาตรฐาน"" เป็นชื่อของโพสต์;",moderate,14.78 วินาที,14.775292873382568
585,จำนวนเงินรางวัลรวมของโพสต์ที่มีชื่อว่า 'ข้อมูล' เป็นจำนวนเท่าใด,เกี่ยวกับข้อมูลหมายถึงชื่อที่มี 'ข้อมูล'; จำนวนเงินรางวัลรวมหมายถึงผลรวม (bountyamount),simple,10.31 วินาที,10.30640697479248
586,ผู้ใช้รายใดเพิ่มจำนวนเงินรางวัล 50 ในโพสต์ชื่อเรื่องความแปรปรวน,จำนวนเงินรางวัล 50 หมายถึง bountyamount = 50; ผู้ใช้หมายถึง DisplayName; ชื่อเรื่องการกล่าวถึงความแปรปรวนหมายถึงชื่อรวมถึง 'ความแปรปรวน',challenging,16.76 วินาที,16.759526014328003
587,คำนวณจำนวนมุมมองเฉลี่ยของแต่ละโพสต์ที่ติดแท็กเป็น 'อารมณ์ขัน' และแสดงรายการชื่อและความคิดเห็นของแต่ละโพสต์,Tagged เป็น 'อารมณ์ขัน' หมายถึง tag = '<humor>'; ความคิดเห็นของโพสต์หมายถึงข้อความ; จำนวนมุมมองเฉลี่ย = avg (viewCount),moderate,13.68 วินาที,13.681810140609741
588,ให้จำนวนความคิดเห็นทั้งหมดที่โพสต์โดยรหัสผู้ใช้ 13,,simple,8.00 วินาที,7.998672246932983
589,ID ผู้ใช้ใดที่มีชื่อเสียงสูงสุด,ชื่อเสียงสูงสุดหมายถึง Max (ชื่อเสียง),simple,7.95 วินาที,7.953948736190796
590,ID ผู้ใช้ใดมีมุมมองต่ำสุด,มุมมองต่ำสุดหมายถึง min (views),simple,8.34 วินาที,8.340931177139282
591,มีผู้ใช้กี่คนที่ได้รับรางวัลจากผู้สนับสนุนตราระหว่างปี 2554?,"""ผู้สนับสนุน"" เป็นชื่อของป้าย; ในปี 2554 หมายถึงปี (วันที่) = 2011",simple,13.42 วินาที,13.422709226608276
592,มีผู้ใช้กี่คนที่ได้รับรางวัลมากกว่า 5 ตรา?,ป้ายมากกว่า 5 ใบหมายถึงการนับ (ชื่อ)> 5; ผู้ใช้หมายถึง userId,simple,8.60 วินาที,8.602092742919922
593,มีผู้ใช้จากนิวยอร์กกี่คนที่มีป้ายครูและผู้สนับสนุน?,"""ผู้สนับสนุน"" และ ""ครู"" เป็นทั้งชื่อของตรา 'นิวยอร์ก' เป็นที่ตั้ง; ผู้ใช้หมายถึง userId",simple,14.63 วินาที,14.631694793701172
